ponto,veic,situacao,tipo
1342,"FIAT/SIENA","Regular","1"
1343,"CHEV ONIX","Regular","1"
1344,"CHEV PRISMA","Regular","1"
1345,"VW POLO HL AB","Regular","1"
1346,"CAOA TIGGO","Regular","1"
1347,"FIAT/SIENA","Irregular","1"
1348,"FIAT/IDEA","Regular","1"
1349,"CLASSIC","Regular","1"
1350,"TOYOTA/XEI","Regular","1"
1351,"TRACKER","Regular","1"
1352,"NISSAN//KICKS","Regular","1"
1353,"FIAT/ARGO","Irregular","1"
1354,"CHEV/SPIN","Regular","1"
1355,"FIAT SIENA","Regular","1"
1356,"FIAT/MILLE","Irregular","1"
1357,"","Regular","1"
1358,"ONIX PLUS","Regular","1"
1359,"RENAULT/LOGAN","Irregular","1"
1360,"FIAT SIENA","Irregular","1"
1361,"VW/VOYAGE","Regular","1"
1362,"CHEV/ONIX","Regular","1"
1363,"GM/CLASSIC LS","Irregular","1"
1364,"CHEV PRISMA","Regular","1"
1365,"CHEV/TRACKER","Irregular","1"
1366,"CHEV/ONIX JOY","Regular","1"
1367,"CHEV/ONIX PLUS","Regular","1"
1368,"FIAT SIENA","Irregular","1"
1369,"","Irregular","1"
1370,"FIAT/SIENA","Irregular","1"
1371,"CHEV/CLASSIC","Irregular","1"
1372,"FIAT/CRONOS","Regular","1"
1373,"RENAULT/FLUENCE","Regular","1"
1374,"NOVO VOYAGE","Regular","1"
1375,"FIAT/PULSE","Regular","1"
1376,"VW VOYAGE","Regular","1"
1377,"FASTBACK/INPETU","Regular","1"
1378,"CHEV / CLASSIC","Irregular","1"
1379,"VOLKSWAGEN","Regular","1"
1380,"TOYOTA/ YARIS","Regular","1"
1381,"CHEV PRISMA","Regular","1"
1382,"NISSAN/VERSA","Regular","1"
1383,"","Irregular","1"
1384,"CHEV CLASIC","Irregular","1"
1385,"CHEV/ONIX PLUS","Regular","1"
1386,"CLASSIC LS","Regular","1"
1387,"VW VOYAGE","Regular","1"
1388,"CHEV/PRISMA 1.4","Regular","1"
1389,"VW/POLO","Regular","1"
1390,"RENAULT","Irregular","1"
1391,"VW/ VOYAGE","Regular","1"
1392,"CHEV/ONIX","Regular","1"
1393,"FIAT/ SIENA","Regular","1"
1394,"CHEV/ SPIN","Regular","1"
1395,"FIAT SIENA","Regular","1"
1396,"CH/COLBAT","Irregular","1"
1397,"CITROEN BASALT","Irregular","1"
1398,"FIAT/PULSE","Regular","1"
1399,"NISSAN/KICKS","Irregular","1"
1400,"FIAT/G.SIENA","Regular","1"
1401,"HYUNDAI/HB20","Regular","1"
1402,"FIAT/SIENA","Regular","1"
1403,"CRONOS FLEX","Regular","1"
1404,"CHEV/ONIX 1.4","Regular","1"
1405,"CHEV/TRACKER","Regular","1"
1406,"CHEV/SPIN","Regular","1"
1407,"FIAT/PALIO","Regular","1"
1408,"FIAT/CRONOS","Regular","1"
1409,"CHEV/SPIN","Regular","1"
1410,"VW GOL","Regular","1"
1411,"CHE/ONIX PLUS","Regular","1"
1412,"VW VOYAGE","Regular","1"
1413,"CHEV/ONIX","Regular","1"
1414,"FIAT / SIENA","Regular","1"
1415,"CHEV/SPIN","Regular","1"
1416,"VW/VIRTUS","Regular","1"
1417,"VW/FOX","Regular","1"
1418,"TOYOTA /ETIOS","Regular","1"
1419,"VW/VIRTUS","Irregular","1"
1420,"TOYTA/ETIO SD","Regular","1"
1421,"CHEV/COBALT","Regular","1"
1422,"GM/CORSA","Regular","1"
1423,"YARIS TOYOTA","Regular","1"
1424,"CHEV/ COBALT","Regular","1"
1425,"SIENA","Regular","1"
1426,"","Regular","1"
1427,"FIAT SIENA","Regular","1"
1428,"COROLLA/CROSS","Regular","1"
1429,"SIENA","Regular","1"
1430,"HYUNDAI/CRETA","Regular","1"
1431,"FORD/KA SL 1.5","Irregular","1"
1432,"HYUNDAI/HB20","Regular","1"
1433,"FIAT ARGO 1.0","Regular","1"
1434,"CHEV/COBALT 1.8","Regular","1"
1435,"NISSAN/KCS","Regular","1"
1436,"FIAT/PALIO WK","Irregular","1"
1437,"FIAT SIENA","Regular","1"
1438,"CHEV/ONIX","Regular","1"
1439,"CHEV/COBALT","Regular","1"
1440,"CHEV/TRACKER","Irregular","1"
1441,"FIAT SIENA","Regular","1"
1442,"CHEV/CLASSIC","Regular","1"
1443,"CHEV/PRISMA","Regular","1"
1444,"VOYAGE","Regular","1"
1445,"CRONOS DRIVE","Regular","1"
1446,"VW/VIRTUS SENSE","Regular","1"
1447,"COBALT 1.4","Irregular","1"
1448,"TOYOTA YARIS","Regular","1"
1449,"GM/CLASSIC","Regular","1"
1450,"CHEV/SPIN","Regular","1"
1451,"TOYOTA/ COROLLA","Irregular","1"
1452,"FORD FOCUS","Regular","1"
1453,"CHEV/SPIN","Regular","1"
1454,"CHEV/PRIMA","Regular","1"
1455,"","Irregular","1"
1456,"CHEV/ONIX PLUS","Regular","1"
1457,"CHEV/COBALT","Regular","1"
1458,"VW GOL 1.0L MC4","Regular","1"
1459,"VW/ VIRTUS","Regular","1"
1460,"FIAT/SIENA","Irregular","1"
1461,"CHEV/PRISMA","Regular","1"
1462,"VOLKSWAGEN","Regular","1"
1463,"COMPASS LONGITU","Regular","1"
1464,"JEEP/COMPASS","Regular","1"
1465,"FIAT/WEEKEND","Regular","1"
1466,"FIAT/CRONOS","Regular","1"
1467,"CRONOS DRIVE","Regular","1"
1468,"TOYOTA/ COROLLA","Regular","1"
1469,"VW VIRTUS","Regular","1"
1470,"CHEV/MONTANA","Regular","1"
1471,"","Irregular","1"
1472,"CRONOS/DRIVE","Irregular","1"
1473,"TOYOTA/COROLLA","Regular","1"
1474,"CRONOS DRIVE","Irregular","1"
1475,"CHEV/ TRACKER","Regular","1"
1476,"VW/NOVO VOYAGE","Regular","1"
1477,"FORD KA SEL 1.5","Regular","1"
1478,"CH/COBALT","Irregular","1"
1479,"JEEP/ COMPASS","Irregular","1"
1480,"FIAT/CRONOS","Regular","1"
1481,"CHEV PRISMA","Regular","1"
1482,"BASALT/SHINE","Regular","1"
1483,"CRONOS DRIVE","Regular","1"
1484,"TOYOTA/COROLLA","Irregular","1"
1485,"CHEV/PRISMA","Irregular","1"
1486,"","Regular","1"
1487,"FIAT/DOBLO","Regular","1"
1488,"TOYOTA","Regular","1"
1489,"CHEV/SPIN","Regular","1"
1490,"VW/NOVO VOYAGE","Regular","1"
1491,"RENAULT/ LOGAN","Irregular","1"
1492,"CHEV/CLASSIC","Regular","1"
1493,"COROLLA CROSS","Regular","1"
1494,"FIAT/CRONOS","Regular","1"
1495,"CHEV/COBLAT","Regular","1"
1496,"FIAT/SIENA","Irregular","1"
1497,"RENAULT/OROCH","Regular","1"
1498,"VW VOYAGE TL","Regular","1"
1499,"FIAT/SIENA","Regular","1"
1500,"NISSAN KICKS","Regular","1"
1501,"CHEV/ONIX PLUS","Regular","1"
1502,"FIAT/ DOBLO","Regular","1"
1503,"VW/ VOYAGE","Regular","1"
1504,"CHEV/TRACKER","Regular","1"
1505,"CHEV/PRISMA","Regular","1"
1506,"COBALT 1.4 LTZ","Regular","1"
1507,"FORD/KA SE","Regular","1"
1508,"TOYOTA/XEI","Regular","1"
1509,"","Regular","1"
1510,"CHEV/ONIX","Regular","1"
1511,"CHEV CLASSIC","Regular","1"
1512,"CHEV PRISMA","Irregular","1"
1513,"VW/VIRTUS MB","Regular","1"
1514,"CHEV / TRACKER","Regular","1"
1515,"FIAT CRONOS","Irregular","1"
1516,"FORD/KA SE","Irregular","1"
1517,"ONIX PLUS","Regular","1"
1518,"NEW CRETA","Regular","1"
1519,"FIAT/MOBI","Regular","1"
1520,"FIAT/SIENA","Regular","1"
1521,"FIAT/SIENA 1.4","Regular","1"
1522,"TOYOTA/COROLLA","Regular","1"
1523,"CHEV/ONIX","Regular","1"
1524,"RENAULT/LOGAN","Regular","1"
1525,"VOYAGE 1.6","Irregular","1"
1526,"","Irregular","1"
1527,"NOVO/VOYAGE","Regular","1"
1528,"CHEV/ONIX","Regular","1"
1529,"TOYOTA/COROLLA","Regular","1"
1530,"","Regular","1"
1531,"CHEV/COBALT","Regular","1"
1532,"WV/GOL","Regular","1"
1533,"CHEV/TRACKER","Regular","1"
1534,"FIAT/ARGO 1.0","Regular","1"
1535,"GM/CLASSIC LS","Regular","1"
1536,"FIAT/CRONOS","Regular","1"
1537,"COROLLA/CROSS","Regular","1"
1538,"FIAT/SIENA 1.0","Regular","1"
1539,"TOYOTA/YARIS","Regular","1"
1540,"FIAT/SIENA","Regular","1"
1541,"FIAT/SIENA","Regular","1"
1542,"GM/PRISMA","Regular","1"
1543,"SPIN","Regular","1"
1544,"FIAT/CRONOS","Regular","1"
1545,"CHEV/ONIX PLUS","Irregular","1"
1546,"TOYOTA/CROSS","Regular","1"
1547,"FIAT/SIENA","Irregular","1"
1548,"FIAT/UNO","Regular","1"
1549,"FIAT/GRAND/SIEN","Regular","1"
1550,"CHEV PRISMA","Regular","1"
1551,"FIAT SIENA","Irregular","1"
1552,"VW/VIRTUS","Irregular","1"
1553,"CHEV/ COBALT","Regular","1"
1554,"TOYOTA/CCOROSS","Regular","1"
1555,"HYUNDAI/ HB20","Regular","1"
1556,"CHEV PRISMA","Regular","1"
1557,"FIAT/SIENA","Regular","1"
1558,"FIAT CRONOS","Regular","1"
1559,"FIAT/CRONOS","Regular","1"
1560,"TOYOTA/YARIS","Regular","1"
1561,"","Regular","1"
1562,"CHEV/PRISMA","Irregular","1"
1563,"FIAT / CRONOS","Regular","1"
1564,"FIAT/SIENA","Regular","1"
1565,"VW VOYAGE","Irregular","1"
1566,"VW / POLO","Regular","1"
1567,"CHEV/CELTA","Regular","1"
1568,"VW/POLO SENSE","Regular","1"
1569,"CHEV COBALT","Regular","1"
1570,"CHEV/ONIX PLUS","Regular","1"
1571,"FORD FIESTA","Irregular","1"
1572,"VW/VIRTUS","Regular","1"
1573,"VW/VIRTUS","Regular","1"
1574,"VW/TCROSS","Regular","1"
1575,"CHEV/CLASSIC","Regular","1"
1576,"CHEV/SPIN","Regular","1"
1577,"FIAT/ SIENA","Regular","1"
1578,"FIAT/SIENA 1.4","Regular","1"
1580,"FIAT/PALIO","Regular","1"
1581,"CHEV CLASSIC","Irregular","1"
1582,"CHEV/PRISMA","Regular","1"
1583,"VW/POLO","Regular","1"
1584,"CHEV/ SPIN","Regular","1"
1585,"CHERY/CELER","Regular","1"
1586,"TRACKER","Regular","1"
1587,"TOYOTA/COROLLA","Regular","1"
1588,"FIAT/PULSE","Irregular","1"
1589,"FIAT/PALIO","Irregular","1"
1590,"CHEV/COBALT","Regular","1"
1591,"VW/VIRTUS MB","Regular","1"
1592,"FIAT/SIENA","Regular","1"
1593,"CHEV/ONIX PLUS","Regular","1"
1594,"RENAULT/LOGAN","Regular","1"
1595,"TOYOTA ETIOS","Regular","1"
1596,"FIAT SIENA","Regular","1"
1597,"CHEV/COBALT","Regular","1"
1598,"PALIO/ FLEX","Regular","1"
1599,"CHEV/ONIX","Regular","1"
1600,"CHEV/TRACHER","Regular","1"
1601,"FIAT/UNO 1.0","Irregular","1"
1602,"FIAT/PALIO","Regular","1"
1603,"WV/POLO","Regular","1"
1604,"CHEV/COBALT","Regular","1"
1605,"CHEV PRISMA","Regular","1"
1606,"CHEV/ PRISMA","Irregular","1"
1607,"COBALT 1,4 LT","Regular","1"
1608,"HONDA/HR-V","Regular","1"
1609,"VW/VIRTUS","Regular","1"
1610,"CHEV/ SPIN","Regular","1"
1611,"HYUNDAI/CRETA","Regular","1"
1612,"FIAT/CRONOS","Regular","1"
1613,"FORD KA","Regular","1"
1614,"VW/VIRTUS","Regular","1"
1615,"TOYTA/YRIS","Regular","1"
1616,"CHEV / ONIX","Regular","1"
1617,"GM/ PRISMA 1.4","Regular","1"
1618,"SPIN 1.8 LTZ","Regular","1"
1619,"VW/VOYAGE","Regular","1"
1620,"TOYOTA / ETIOS","Regular","1"
1621,"FIAT/ VIVACE","Irregular","1"
1622,"TOYOTA/ YARIS","Regular","1"
1623,"HYUNDAI/CRETA","Regular","1"
1624,"CHEV/TRACKER","Regular","1"
1625,"VW/VIRTUS","Regular","1"
1626,"VW/VIRTUS SENSE","Regular","1"
1627,"VW/SPACEFOX","Regular","1"
1628,"FIAT DOBLO","Irregular","1"
1629,"TOYTA ETIOS","Regular","1"
1630,"FIAT/MOBI LIKE","Regular","1"
1631,"CHEV/SPIN","Regular","1"
1632,"RENAULT/KWID","Regular","1"
1633,"CITROEN C3 LIVE","Regular","1"
1634,"CHEV/ONIX","Regular","1"
1635,"VW/GOL","Regular","1"
1636,"CHEV/SPIN","Regular","1"
1637,"CHEV/ONIX","Regular","1"
1638,"TOYOTA","Regular","1"
1639,"CHEV/CLASSIC","Regular","1"
1640,"VW VOYAGE","Regular","1"
1641,"GM/PRISMA","Irregular","1"
1642,"VW/NOVO VOYAGE","Regular","1"
1643,"CHEV/SPIN","Regular","1"
1644,"FIAT CRONOS","Regular","1"
1645,"VW/NOVO VOYAGE","Regular","1"
1646,"CHEV/ CLASSIC","Regular","1"
1647,"GM CLASSIC","Irregular","1"
1648,"PEUGEOT","Regular","1"
1649,"HYUNDAY/HB20","Regular","1"
1650,"CHEV/SPIN","Regular","1"
1651,"LOGAN","Regular","1"
1652,"TOYOTA","Regular","1"
1653,"VW VOYAGE","Irregular","1"
1654,"VW/NOVO GOL 1.6","Regular","1"
1655,"VW/VIRTUS","Regular","1"
1656,"CHEV PRISMA","Regular","1"
1657,"FIAT/PALIO","Regular","1"
1658,"VW/ GOL","Regular","1"
1659,"TOYOTA/ETIOS SD","Regular","1"
1660,"FIAT / SIENA","Regular","1"
1661,"CHEV/SPIN 1.8","Regular","1"
1662,"CHEV AGILE","Irregular","1"
1663,"CHRV/ONOX","Regular","1"
1664,"CHEV/ONIX","Regular","1"
1665,"VW/VOYAGE","Regular","1"
1666,"FIAT/SIENA","Irregular","1"
1667,"VW VOYAGE","Regular","1"
1668,"CHEV/CLASSIC","Regular","1"
1669,"","Irregular","1"
1670,"COROLLA XEI","Regular","1"
1671,"FIAT /UNO MILLE","Irregular","1"
1672,"TOYOTA/YARIS","Regular","1"
1673,"COBALT","Regular","1"
1674,"FIAT SIENA","Regular","1"
1675,"CHEV/SPIN","Regular","1"
1676,"CHEV/PRISMA","Regular","1"
1677,"FORD/KA","Regular","1"
1678,"FIAT/SIENA","Regular","1"
1679,"","Regular","1"
1680,"I/PEUGEOT 208","Regular","1"
1681,"FIAT/DOBLO","Irregular","1"
1682,"FIAT/SIENA","Regular","1"
1683,"TOYOTA/YARIS","Regular","1"
1684,"VW/CROSSFOX","Regular","1"
1685,"HYUNDAI/HB20","Regular","1"
1686,"COROLLA / TOYOT","Regular","1"
1687,"CHEV/SPIN","Regular","1"
1688,"CHEV/ONIX","Irregular","1"
1689,"NOVO VOYAGE","Regular","1"
1690,"VW/VIRTUS SENSE","Regular","1"
1691,"","Regular","1"
1692,"VW/VIRTUS","Irregular","1"
1693,"FIAT/SIENAQ","Regular","1"
1694,"CHEV/ONIX","Regular","1"
1695,"VW/VIRTUS EX","Regular","1"
1696,"CHEV CLASSIC","Regular","1"
1697,"VW VIRTUS","Irregular","1"
1698,"VW/VIRTUS","Regular","1"
1699,"HYUMDAI/HB20","Regular","1"
1700,"FIAT DOBLO","Regular","1"
1701,"VW VOYAGE","Regular","1"
1702,"FORD KA","Regular","1"
1703,"FIAT/PALIO","Regular","1"
1704,"CHEV/COBALT","Regular","1"
1705,"CHEV/PRISMA","Regular","1"
1706,"VW NOVO VOYAGE","Regular","1"
1707,"RENAULT/LOGAN","Regular","1"
1708,"CHEV/PRISMA","Regular","1"
1709,"GM/PRISMA","Regular","1"
1710,"CRONOS DRIVE","Regular","1"
1711,"CHEV/PRISMA","Irregular","1"
1712,"CHEV/ CLASSIC","Regular","1"
1713,"CHEV SPIN 18L","Regular","1"
1714,"CHEV/COBALT","Irregular","1"
1715,"VW VOYAGE 1.6 L","Regular","1"
1716,"CITROEN/C3","Irregular","1"
1717,"CHEVOLET/ ONIX","Irregular","1"
1718,"CHEV/SPIN 1.8","Regular","1"
1719,"FIAT/SIENA","Regular","1"
1720,"JEEP/RENEGQDE","Regular","1"
1721,"","Irregular","1"
1722,"VW/VIRTUS","Regular","1"
1723,"VOLKSWAGEN","Regular","1"
1724,"CHEV/ONIX","Regular","1"
1725,"CHEVROLET/ COBA","Regular","1"
1726,"CHEV/ONIX","Regular","1"
1727,"NISSAN/VERSA 1.","Irregular","1"
1728,"FIAT ARGO","Regular","1"
1729,"COROLLA/CROSS","Regular","1"
1730,"CHEV/COBALT","Regular","1"
1731,"VW VIRTUS","Regular","1"
1732,"CHEV/COBALT","Regular","1"
1733,"TOYO/YARISTA","Regular","1"
1734,"CHEV/CLASSIC","Regular","1"
1735,"CHEV/ONIX PLUS","Regular","1"
1736,"TOYOTA/CCROSS","Regular","1"
1737,"TOYOTA/CCROSS","Regular","1"
1738,"VW/VOYAGE","Regular","1"
1739,"VW/POLO","Regular","1"
1740,"CHEV/ONIX","Regular","1"
1741,"FIAT CRONOS","Regular","1"
1742,"RENALT KWID","Regular","1"
1743,"FIAT/CRONOS","Irregular","1"
1744,"FIAT SIENA","Regular","1"
1745,"FIAT/SIENA","Regular","1"
1746,"FIAT/SIENA 1.4","Irregular","1"
1747,"CHEV/TRACKER","Irregular","1"
1748,"CHEV/SPIN 1.8","Regular","1"
1749,"FIAT/DOBLO","Regular","1"
1750,"CHEV PRISMA","Irregular","1"
1751,"VW/VIRTUS","Regular","1"
1752,"JEEP/RENEGADE","Regular","1"
1753,"FIAT SIENA","Irregular","1"
1754,"CHEV / SPIN","Irregular","1"
1755,"CHEV/SPIN","Regular","1"
1756,"CHEV SPIN 18L","Regular","1"
1757,"CHEV/ONIX","Regular","1"
1758,"CHEV/CELTA","Irregular","1"
1759,"VW/VIRTUS","Regular","1"
1760,"FIAT/MOBI LIKE","Regular","1"
1761,"VW/VIRTUS","Regular","1"
1762,"COROLLA/CROSS","Regular","1"
1763,"CHEV ONIX PLUS","Regular","1"
1764,"FIAT/ DOBLO","Irregular","1"
1765,"CHEV/SPIN","Regular","1"
1766,"CH/SPIN 1.8L MT","Irregular","1"
1767,"CHEV/SPIN 1.8","Regular","1"
1768,"JEEP COMPASSS","Regular","1"
1769,"CHEV/TRAKER","Regular","1"
1770,"FIAT/SIENA 1.4","Irregular","1"
1771,"TOYOTA/YARIS","Regular","1"
1772,"FIAT/DOBLO","Regular","1"
1773,"COROLLA XEI","Regular","1"
1774,"TOYOTA / YARIS","Regular","1"
1775,"CHEV/TRACKER","Regular","1"
1776,"CHEV/ISPIN","Regular","1"
1777,"HONDA HR-V","Irregular","1"
1778,"FIAT/SIENA 1.6","Regular","1"
1779,"CHEV PRISMA","Regular","1"
1780,"CHEV / CLASSIC","Regular","1"
1781,"FIAT/SIENA","Regular","1"
1782,"CHEV/PRISMA","Regular","1"
1783,"FIAT/CRONOS","Regular","1"
1784,"COROLLA /CROSS","Regular","1"
1785,"CHEV/ONIX","Regular","1"
1786,"FIAT/CRONOS","Irregular","1"
1787,"TOYOTA/CROSS XR","Regular","1"
1788,"FIAT/PALIO","Irregular","1"
1789,"RENAULT/DUSTER","Regular","1"
1790,"VW/VIRTUS","Regular","1"
1791,"CHEV / ONIX","Regular","1"
1792,"CHEV/ONIX","Regular","1"
1793,"FIAT/PULSE","Regular","1"
1794,"","Irregular","1"
1795,"VW/ T CROSS","Regular","1"
1796,"VW/VIRTUS","Irregular","1"
1797,"FIAT/SIENA","Regular","1"
1798,"SIENA 1,4","Irregular","1"
1799,"ONIX PLUS","Irregular","1"
1800,"NISSAN/VERSA","Regular","1"
1801,"TOYTA / ETIOS","Regular","1"
1802,"CHEV/ONIX PLUS","Regular","1"
1803,"CHEV/SPIN 1.8","Regular","1"
1804,"CHEV/TRACKER","Regular","1"
1805,"CHEV/SPIN","Regular","1"
1806,"VW/VOYAGE","Regular","1"
1807,"HONDA/HR-V EX","Regular","1"
1808,"GM/PRISMA","Regular","1"
1809,"CHEV/ ONIX","Regular","1"
1810,"CHEV/CLASSIC","Regular","1"
1811,"VOYAGE 1.6 CITY","Regular","1"
1812,"FIAT/PULSE","Regular","1"
1813,"FIAT/PUNTO","Regular","1"
1814,"CHEV/ONIX","Regular","1"
1815,"FIAT/DOBLO","Irregular","1"
1816,"CHEV/SPIN 1.8","Regular","1"
1817,"VOYAGE","Regular","1"
1818,"CHEV/PRISMA","Regular","1"
1819,"VW/FOX CONNECT","Regular","1"
1820,"FIAT/SIENA","Regular","1"
1821,"VW/NOVO GOL","Regular","1"
1822,"CLASSIC","Regular","1"
1823,"CHEV/SPIN","Regular","1"
1824,"FORD/KA","Regular","1"
1825,"SIENA EL 1.4","Regular","1"
1826,"CHEV/CLASSIC","Regular","1"
1827,"TOYOTA/YARIS","Regular","1"
1828,"VW/VOYAGE","Irregular","1"
1829,"VW/VOYAGE","Regular","1"
1830,"TOYOTA/COROLLA","Regular","1"
1831,"CHEV PRISMA","Regular","1"
1832,"","Irregular","1"
1833,"FORD KA","Regular","1"
1834,"FORD/FIESTA","Regular","1"
1835,"VW/NOVO VOYAGE","Regular","1"
1836,"FIAT/PULSEN MT","Regular","1"
1837,"FIAT/SIENA","Regular","1"
1838,"TOYOTA/CCROSS","Regular","1"
1839,"VW/VIRTUS","Regular","1"
1840,"CHEV SPIN 1.8","Regular","1"
1841,"PEUGEOT/208STYL","Regular","1"
1842,"RENAULT/KWID","Regular","1"
1843,"GM/COBLAT","Regular","1"
1844,"CHEV/ONIX PLUS","Irregular","1"
1845,"CORSA SEDAN","Regular","1"
1846,"CHEV/COBALT","Regular","1"
1847,"PEUGEOT/ 2008AC","Regular","1"
1848,"FIAT/SIENA","Regular","1"
1849,"SPIN 1.8 MT LTZ","Regular","1"
1850,"GM/SPIN","Regular","1"
1851,"CHEV/ONIX PLUS","Regular","1"
1852,"CHEV/ONIX PLUS","Regular","1"
1853,"NISSAN/KICKS","Regular","1"
1854,"VW / VIRTUS","Regular","1"
1855,"VOYAGE","Regular","1"
1856,"FIAT SIENA","Irregular","1"
1857,"CHEV ONIX PLUS","Regular","1"
1858,"CHEV SPIN","Regular","1"
1859,"VW/VOYAGE","Irregular","1"
1860,"CAOACHERY","Regular","1"
1861,"CHEV/PRISMA","Regular","1"
1862,"TOYOTA/COROLLA","Regular","1"
1863,"FORD KA","Regular","1"
1864,"TOYOTA/CCROSS","Regular","1"
1865,"VW/VIRTUS SENSE","Regular","1"
1866,"FIAT/PULSE","Regular","1"
1867,"CHEV/SPIN","Regular","1"
1868,"CHEV/SPIN","Regular","1"
1869,"HYUNDAI/HB20S","Regular","1"
1870,"VW/POLO HL","Regular","1"
1871,"CHEV/ONIX","Regular","1"
1872,"FIAT/DOBLO","Regular","1"
1873,"FIAT/SIENA 1.4","Regular","1"
1874,"VW/VOYAGE TL","Irregular","1"
1875,"TOYOTA/CCROSS","Regular","1"
1876,"YARIS/TOYOTA","Regular","1"
1877,"VW/VOYAGE","Irregular","1"
1878,"VWPARATI 1.6","Irregular","1"
1879,"CHEV / PRISMA","Regular","1"
1880,"VW/VIRTUS","Regular","1"
1881,"VW/VOYAGE","Regular","1"
1882,"CHEV PRISMA","Regular","1"
1883,"CHEV CLASSIC","Irregular","1"
1884,"CHEV CLASSIC","Irregular","1"
1885,"FIAT/CRONOS","Regular","1"
1886,"VW/ POLO","Regular","1"
1887,"GM PRISMA","Regular","1"
1888,"FIAT/SIENA","Regular","1"
1889,"VW/NOVO GOL","Regular","1"
1890,"GM/CORSA","Irregular","1"
1891,"FORD/KA SE","Regular","1"
1892,"TOYOTA COROLLA","Regular","1"
1893,"VW VIRTUS SENSE","Regular","1"
1894,"FIAT/SIENA 1.4","Regular","1"
1895,"VW/VIRTUS","Regular","1"
1896,"CHEV PRISMA","Regular","1"
1897,"FIAT/CRONOS","Regular","1"
1898,"HYUNDAY/CRETA","Regular","1"
1899,"FIAT/DOBLO","Regular","1"
1900,"VIRTUS VW","Regular","1"
1901,"CHEV/SPIN","Regular","1"
1902,"HYUNDAY / HB20","Regular","1"
1903,"CHEV/ONIX PLUS","Regular","1"
1904,"TOYOTA/COROLLA","Regular","1"
1905,"","Regular","1"
1906,"FIAT/MOBI LIKE","Regular","1"
1907,"RENAULT/SANDERO","Irregular","1"
1908,"RENAULT/KWID","Regular","1"
1909,"FIAT/FASTBACK","Regular","1"
1910,"FORD/KA","Regular","1"
1911,"FIAT SIENA","Irregular","1"
1912,"TOYOTA/ COROSS","Regular","1"
1913,"CHEV/CLASSIC LS","Regular","1"
1914,"FIAT/SIENA 1.4","Irregular","1"
1915,"CHEV/ONIX","Regular","1"
1916,"RENAULT/KWID","Regular","1"
1917,"CHEV/ONIX","Regular","1"
1918,"FIAT/SIENA 1.4","Regular","1"
1919,"CHEV/SPIN","Regular","1"
1920,"TOYOTA COROLLA","Irregular","1"
1921,"HYUNDAI/HB20","Regular","1"
1922,"CHEV/SPIN","Regular","1"
1923,"HONDA","Regular","1"
1924,"GM/SPIN","Regular","1"
1925,"CHEV/AGILE","Regular","1"
1926,"CHEV/PRISMA","Regular","1"
1927,"TOYOTA/YARIS SA","Regular","1"
1928,"TOYOTA/YARIS","Regular","1"
1929,"VW/VOYAGE","Regular","1"
1930,"FIAT/ SIENA","Regular","1"
1931,"FORD/FIESTA","Irregular","1"
1932,"VW VOYAGE","Irregular","1"
1933,"VW/VIRTUS","Regular","1"
1934,"FORD/KA","Regular","1"
1935,"VW/ VIRTUS","Regular","1"
1936,"TOYOTA COROLLA","Regular","1"
1937,"CITROEN/BASALT","Regular","1"
1938,"CHEV/ COBALT","Regular","1"
1939,"CHEV/ONIX","Regular","1"
1940,"FIAT/SIENA 1.0","Regular","1"
1941,"CHEV/ONIX","Regular","1"
1942,"GM/ONIX PLUS","Regular","1"
1943,"VW/VIRTUS","Regular","1"
1944,"FORD/KA 1.5 SD","Regular","1"
1945,"NOVO FOX","Irregular","1"
1946,"CHEV/PRISMA","Regular","1"
1947,"RENAULT/DUSTER","Regular","1"
1948,"CHEV/PRISMA","Regular","1"
1949,"TOYOTA/COROLLA","Regular","1"
1950,"CHEV/CLASSIC","Regular","1"
1951,"NISSAN/KICKS","Regular","1"
1952,"HANDA/ CITY","Regular","1"
1953,"CHEV/PRISMA","Regular","1"
1954,"TOYOTA/ COROLLA","Regular","1"
1955,"COROLLA CROSS","Regular","1"
1956,"CHEV/SPIN 1.8","Regular","1"
1957,"TOYOTA/YARIS","Regular","1"
1958,"CHEV/SPIN","Regular","1"
1959,"CHEV/CLASSIC","Irregular","1"
1960,"FIAT/PALIO FIRE","Irregular","1"
1961,"CHEV/SPIN","Regular","1"
1962,"VW/VOYAGE","Regular","1"
1963,"RENAULT/LOGAN","Regular","1"
1964,"FIAT/ SIENA ESS","Regular","1"
1965,"CRONOS/DRIVE","Regular","1"
1966,"RENAULT/SANDERO","Regular","1"
1967,"RENAULT/KWIND Z","Regular","1"
1968,"CHEV/TRACKER","Regular","1"
1969,"TOYOTA/ COROLLA","Regular","1"
1970,"FIAT/ARGO","Irregular","1"
1971,"CHEV/ CLASSIC","Irregular","1"
1972,"VW/VOYAGE","Regular","1"
1973,"VW/POLO","Regular","1"
1974,"CITROEN/C3 FEEL","Regular","1"
1975,"HYUDAI/HB20","Regular","1"
1976,"CHEV/SPIN","Regular","1"
1977,"","Regular","1"
1978,"FIAT/SIENA","Irregular","1"
1979,"FIAT/DOBLO","Regular","1"
1980,"CHEV/ SPIN","Regular","1"
1981,"GM/CLASSIC","Regular","1"
1982,"COROLLA CROSS","Regular","1"
1983,"CHEV/PRISMA","Irregular","1"
1984,"FIAT/G.SIENA","Regular","1"
1985,"CHEV PRISMA","Irregular","1"
1986,"FIAT/CRONOS","Regular","1"
